AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_AREA_BASICA;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;AN_INICIO_PROGRAMA;AN_INICIO_CURSO;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2018;CIÊNCIAS BIOLÓGICAS;BIOLOGIA GERAL;BIOLOGIA GERAL;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31004016017P7;BIOLOGIA HUMANA E EXPERIMENTAL;HUMAN AND EXPERIMENTAL BIOLOGY;MESTRADO/DOUTORADO;4;1993;1993/2003;EM FUNCIONAMENTO;01JUN2010:00:00:00;135005;71088
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;ACADÊMICO;22001018040P4;CIÊNCIAS MARINHAS TROPICAIS;TROPICAL MARINE SCIENCES;MESTRADO/DOUTORADO;5;2001;2001/2008;EM FUNCIONAMENTO;28FEB2013:00:00:00;135059;71142
2018;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;24009016;2564;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;PB;CAMPINA GRANDE;ACADÊMICO;24009016012P7;MATEMÁTICA;POSTGRADUATE PROGRAM IN MATHEMATICS AT UFCG;MESTRADO;4;2003;2003;EM FUNCIONAMENTO;15JAN2013:00:00:00;135310;71390
2018;CIÊNCIAS DA SAÚDE;MEDICINA;GINECOLOGIA E OBSTETRÍCIA;CLÍNICA MÉDICA;GINECOLOGIA E OBSTETRÍCIA;17;MEDICINA III;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33009015013P9;MEDICINA (OBSTETRÍCIA);MEDICINE (OBSTETRICS);MESTRADO/DOUTORADO;4;1979;1979/1979;EM FUNCIONAMENTO;02DEC2013:00:00:00;135009;71092
2018;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL APLICADO;SERVIÇO SOCIAL APLICADO;NÃO SE APLICA;32;SERVIÇO SOCIAL;30013011;NI;EMESCAM;ESCOLA SUPER. DE CIÊNC DA ST CASA DE MISERICORDIA DE VITORIA;NÃO;NA;PARTICULAR;PRIVADO;NÃO INFORMADO;SUDESTE;ES;VITÓRIA;ACADÊMICO;30013011001P6;POLÍTICAS PÚBLICAS E DESENVOLVIMENTO LOCAL;PUBLIC POLICY LOCAL DEVELOPEMENT;MESTRADO;3;2009;2009;EM FUNCIONAMENTO;07MAY2012:00:00:00;135808;71885
2018;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;33051011;275;UNIVAP;UNIVERSIDADE DO VALE DO PARAÍBA;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;SP;SÃO JOSÉ DOS CAMPOS;ACADÊMICO;33051011007P7;FÍSICA E ASTRONOMIA;PHYISCS AND ASTRONOMY;MESTRADO/DOUTORADO;4;2004;2004/2008;EM FUNCIONAMENTO;17MAR2014:00:00:00;136132;72186
2018;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA SOCIAL;PSICOLOGIA SOCIAL;NÃO SE APLICA;37;PSICOLOGIA;27001016;NI;FUFSE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;NÃO;NA;FEDERAL;PÚBLICO;NÃO INFORMADO;NORDESTE;SE;SÃO CRISTÓVÃO;ACADÊMICO;27001016022P0;PSICOLOGIA;SOCIAL PSYCHOLOGY AND POLITICS POSTGRADUATION PROGRAM;MESTRADO;4;2008;2008;EM FUNCIONAMENTO;13JUN2013:00:00:00;135920;71976
2018;LINGÜÍSTICA, LETRAS E ARTES;ARTES;MÚSICA;MÚSICA;NÃO SE APLICA;11;ARTES;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;CURITIBA;ACADÊMICO;40001016055P2;MÚSICA;MUSIC GRADUATE PROGRAM - FEDERAL UNIVERSITY OF PARANÁ;MESTRADO/DOUTORADO;4;2006;2006/2015;EM FUNCIONAMENTO;29OCT2012:00:00:00;136347;72391
2018;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;RN;NATAL;ACADÊMICO;23001011034P7;DIREITO;POST-GRADUATION IN LAW PROGRAM OF THE FEDERAL UNIVERSITY OF RIO GRANDE DO NORTE;MESTRADO;3;2003;2003;EM FUNCIONAMENTO;12FEB2014:00:00:00;136551;72509
2018;CIÊNCIAS AGRÁRIAS;ENGENHARIA AGRÍCOLA;ENGENHARIA AGRÍCOLA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;52012018;47;UEG;UNIVERSIDADE ESTADUAL DE GOIÁS;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;CENTRO-OESTE;GO;ANÁPOLIS;ACADÊMICO;52012018002P8;ENGENHARIA AGRÍCOLA;AGRICULTURAL ENGINEERING;MESTRADO;4;2006;2006;EM FUNCIONAMENTO;21JUN2013:00:00:00;135602;71659
2018;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;LINGÜÍSTICA;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;ACADÊMICO;41001010014P0;LINGÜÍSTICA;LINGUISTICS;MESTRADO/DOUTORADO;6;1971;1971/1988;EM FUNCIONAMENTO;07AUG2012:00:00:00;136328;72353
2018;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;33004145;NI;UNESP-SJC;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;SÃO JOSÉ DOS CAMPOS;ACADÊMICO;33004145070P8;ODONTOLOGIA RESTAURADORA;RESTORATIVE DENTISTRY;MESTRADO/DOUTORADO;5;1992;1992/1992;EM FUNCIONAMENTO;03AUG2010:00:00:00;136809;72785
2018;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;ACADÊMICO;22001018065P7;ADMINISTRAÇÃO E CONTROLADORIA;BUSINESS AND ACCOUNTABILITY;MESTRADO/DOUTORADO;4;2009;2009/2015;EM FUNCIONAMENTO;27NOV2012:00:00:00;135915;71959
2018;ENGENHARIAS;ENGENHARIA MECÂNICA;TERMODINÂMICA;ENGENHARIA TÉRMICA;TERMODINÂMICA;13;ENGENHARIAS III;24001015;NI;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );NÃO;NA;FEDERAL;PÚBLICO;NÃO INFORMADO;NORDESTE;PB;JOÃO PESSOA;ACADÊMICO;24001015072P9;ENERGIAS RENOVÁVEIS;RENEWABLE ENERGY;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;28MAY2014:00:00:00;141063;76352
2018;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;33015015;NI;UNESP-IFT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( INSTITUTO DE FÍSICA TEÓRICA );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33015015001P7;FÍSICA;INSTITUTE OF THEORETICAL PHYSICS;MESTRADO/DOUTORADO;7;1971;1971/1971;EM FUNCIONAMENTO;14MAR2013:00:00:00;136937;72862
2018;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;PE;RECIFE;ACADÊMICO;25001019031P3;SERVIÇO SOCIAL;SOCIAL WORK;MESTRADO/DOUTORADO;6;1979;1979/1999;EM FUNCIONAMENTO;07AUG2010:00:00:00;137031;73006
2018;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013053P5;ODONTOLOGIA;DENTISTRY;MESTRADO/DOUTORADO;6;1991;1991/2002;EM FUNCIONAMENTO;16MAY2012:00:00:00;136654;72651
2018;CIÊNCIAS HUMANAS;SOCIOLOGIA;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;ACADÊMICO;31003010075P4;SOCIOLOGIA;GRADUATE PROGRAM IN SOCIOLOGY;MESTRADO;4;2011;2011;EM FUNCIONAMENTO;09SEP2013:00:00:00;136949;72874
2018;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;ACADÊMICO;41001010020P0;FÍSICA;PHYSICS GRADUATE PROGRAM;MESTRADO/DOUTORADO;4;1988;1988/1996;EM FUNCIONAMENTO;26OCT2012:00:00:00;136839;72755
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MEIO AMBIENTE E AGRÁRIAS;NÃO SE APLICA;45;INTERDISCIPLINAR;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;ACADÊMICO;53001010063P5;AGRONEGÓCIOS;AGRIBUSINESS;MESTRADO;4;2006;2006;EM FUNCIONAMENTO;12DEC2012:00:00:00;136856;72812
2018;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA SOCIAL;PSICOLOGIA SOCIAL;NÃO SE APLICA;37;PSICOLOGIA;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33002010040P1;PSICOLOGIA SOCIAL;SOCIAL PSYCHOLOGY;MESTRADO/DOUTORADO;4;1976;1976/1989;EM FUNCIONAMENTO;23SEP2013:00:00:00;137015;72991
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31017010;240;USU;UNIVERSIDADE SANTA ÚRSULA;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;PROFISSIONAL;31017010005P0;GESTÃO DO TRABALHO PARA A QUALIDADE DO AMBIENTE CONTRUÍDO;WORK MANAGEMENT FOR THE QUALITY OF THE BUILT ENVIRONMENT;MESTRADO PROFISSIONAL;3;2015;2015;EM FUNCIONAMENTO;30MAR2015:00:00:00;136857;72813
2018;CIÊNCIAS BIOLÓGICAS;GENÉTICA;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;33002037;NI;USP/ESALQ;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;PIRACICABA;ACADÊMICO;33002037022P4;INTERNACIONAL BIOLOGIA CELULAR E MOLECULAR VEGETAL;INTERNATIONAL PLANT CELLULAR AND MOLECULAR BIOLOGY;DOUTORADO;5;2009;2009;EM FUNCIONAMENTO;07AUG2010:00:00:00;137196;73111
2018;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;33117012;481;UNIVERITAS UNG;UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;SP;GUARULHOS;ACADÊMICO;33117012002P3;ENFERMAGEM;POST-GRADUATE PROGRAM IN NURSING;MESTRADO/DOUTORADO;4;2004;2004/2017;EM FUNCIONAMENTO;14MAR2014:00:00:00;136967;72943
2018;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;40004015;57;UEM;UNIVERSIDADE ESTADUAL DE MARINGÁ;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUL;PR;MARINGÁ;ACADÊMICO;40004015028P4;PSICOLOGIA;POSTGRADUATE PROGRAM PSYCHOLOGY;MESTRADO/DOUTORADO;4;2007;2007/2015;EM FUNCIONAMENTO;20OCT2010:00:00:00;137464;73384
2018;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;RIBEIRÃO PRETO;PROFISSIONAL;33002029046P5;GESTÃO DE ORGANIZAÇÕES DE SAÚDE;PROFESSIONAL MASTER IN MANAGEMENT OF HEALTHCARE ORGANIZATIONS;MESTRADO PROFISSIONAL;4;2013;2013;EM FUNCIONAMENTO;14DEC2012:00:00:00;138279;74060
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MEIO AMBIENTE E AGRÁRIAS;NÃO SE APLICA;45;INTERDISCIPLINAR;15025012;18440;UNIFESSPA;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;PA;MARABÁ;ACADÊMICO;15025012001P8;DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA;TERRITORIAL DYNAMICS AND SOCIETY IN AMAZON;MESTRADO;3;2012;2012;EM FUNCIONAMENTO;05NOV2014:00:00:00;137909;73794
2018;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;28002016;666;UEFS;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;FEIRA DE SANTANA;PROFISSIONAL;28002016013P0;ENFERMAGEM;MASTER PROFISSIONAL NURSING;MESTRADO PROFISSIONAL;3;2012;2012;EM FUNCIONAMENTO;30AUG2012:00:00:00;138140;73984
2018;CIÊNCIAS DA SAÚDE;FISIOTERAPIA E TERAPIA OCUPACIONAL;FISIOTERAPIA E TERAPIA OCUPACIONAL;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA;32011016;595;UNIFAL;UNIVERSIDADE FEDERAL DE ALFENAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;ALFENAS;ACADÊMICO;32011016042P7;CIÊNCIAS DA REABILITAÇÃO;POSTGRADUATE PROGRAM IN REHABILITATION SCIENCES;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;20APR2016:00:00:00;137731;73618
2018;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;RIBEIRÃO PRETO;ACADÊMICO;33002029034P7;ODONTOLOGIA (PERIODONTIA);DENTISTRY (PERIODONTOLOGY);MESTRADO/DOUTORADO;5;1998;1998/2006;EM FUNCIONAMENTO;07AUG2010:00:00:00;138284;74145
2018;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;33107017;457;UNIAN-SP;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33107017008P0;BIOTECNOLOGIA E INOVAÇÃO EM SAÚDE;BIOTECHNOLOGY AND INNOVATION IN HEALTH;MESTRADO/DOUTORADO;3;2012;2012/2012;EM FUNCIONAMENTO;27MAR2013:00:00:00;141541;76803
2018;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;ACADÊMICO;41001010047P6;SERVIÇO SOCIAL;SOCIAL WORK POST-GRADUATE PROGRAM;MESTRADO/DOUTORADO;5;2001;2001/2011;EM FUNCIONAMENTO;06JUL2012:00:00:00;140578;75933
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MEIO AMBIENTE E AGRÁRIAS;NÃO SE APLICA;45;INTERDISCIPLINAR;52001016;584;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;CENTRO-OESTE;GO;GOIÂNIA;ACADÊMICO;52001016032P6;AGRONEGÓCIO;GRADUATE COURSES IN AGRIBUSINESS;MESTRADO/DOUTORADO;4;2006;2006/2016;EM FUNCIONAMENTO;19DEC2012:00:00:00;138160;74012
2018;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;SANTA MARIA;ACADÊMICO;42002010013P3;CIÊNCIA E TECNOLOGIA DOS ALIMENTOS;GRADUATE PROGRAM ON FOOD SCIENCE AND TECHNOLOGY;MESTRADO/DOUTORADO;4;1985;1985/2009;EM FUNCIONAMENTO;20JUN2013:00:00:00;139179;74856
2018;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;15010015;15059;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;PA;SANTARÉM;ACADÊMICO;15010015072P9;BIODIVERSIDADE;BIODIVERSITY;MESTRADO;3;2017;2017;EM FUNCIONAMENTO;14AUG2017:00:00:00;139721;75305
2018;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;51001012;694;UFMS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;CENTRO-OESTE;MS;CAMPO GRANDE;ACADÊMICO;51001012029P2;BIOLOGIA ANIMAL;POSTGRADUATE PROGRAM IN ANIMAL BIOLOGY;MESTRADO;3;2011;2011;EM FUNCIONAMENTO;19JUL2013:00:00:00;139747;75298
2018;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015026P3;GEOGRAFIA;GRADUATE PROGRAM IN GEOGRAPHY;MESTRADO;4;2007;2007;EM FUNCIONAMENTO;20JAN2014:00:00:00;138708;74480
2018;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO RURAL;TÓPICOS ESPECÍFICOS DE EDUCAÇÃO;EDUCAÇÃO RURAL;38;EDUCAÇÃO;28022017;4503;UFRB;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;AMARGOSA;PROFISSIONAL;28022017010P4;EDUCAÇÃO DO CAMPO;RURAL EDUCATION;MESTRADO PROFISSIONAL;3;2013;2013;EM FUNCIONAMENTO;15APR2013:00:00:00;138777;74549
2018;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;42004012;12;FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;RIO GRANDE;ACADÊMICO;42004012007P2;OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA;POSTGRADUATE PROGRAM IN PHYSICAL, CHEMISTRY AND GEOLOGICAL OCEANOGRAPHY;MESTRADO/DOUTORADO;6;1997;1997/2004;EM FUNCIONAMENTO;19FEB2013:00:00:00;138943;74720
2018;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;PA;BELÉM;ACADÊMICO;15001016086P4;QUÍMICA MEDICINAL E MODELAGEM MOLECULAR;MEDICINAL CHEMISTRY AND MOLECULAR MODELING;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;24MAR2015:00:00:00;137881;73747
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;22011013;15497;UNILAB;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;CE;REDENÇÃO;ACADÊMICO;22011013002P7;INTERDISCIPLINAR EM HUMANIDADES;INTERDISCIPLINARY POSTGRADUATE STUDIES IN HUMANITIES;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;28DEC2015:00:00:00;139050;74795
2018;ENGENHARIAS;ENGENHARIA CIVIL;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;32007019;6;UFOP;UNIVERSIDADE FEDERAL DE OURO PRETO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;OURO PRETO;ACADÊMICO;32007019005P0;ENGENHARIA CIVIL;GRADUATE PROGRAM ON CIVIL ENGINEERING;MESTRADO/DOUTORADO;4;1992;1992/2005;EM FUNCIONAMENTO;19MAR2012:00:00:00;138113;74005
2018;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;33004048;NI;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;ASSIS;ACADÊMICO;33004048023P9;BIOCIÊNCIAS;GRADUATION PROGRAM IN BIOSCIENCES;MESTRADO;4;2012;2012;EM FUNCIONAMENTO;07JUN2013:00:00:00;139053;74798
2018;ENGENHARIAS;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;CURITIBA;ACADÊMICO;40006018177P2;ENGENHARIA QUÍMICA;PROGRAM OF POSTGRADUATE IN CHEMICAL ENGINEERING;MESTRADO;3;2017;2017;EM FUNCIONAMENTO;13MAR2017:00:00:00;138424;74236
